Review,text_clean,text_casefoldingText,text_slangwords,text_tokenizingText,text_stopword,text_stemming,text_final
"mudah pesannya , jelas pengirimannya",mudah pesannya jelas pengirimannya,mudah pesannya jelas pengirimannya,mudah pesannya jelas pengirimannya,"['mudah', 'pesannya', 'jelas', 'pengirimannya']","['mudah', 'pesannya', 'pengirimannya']","['mudah', 'pesan', 'kirim']",mudah pesan kirim
akun hilang tiba-tiba uangnya jga gk kembali,akun hilang tiba tiba uangnya jga gk kembali,akun hilang tiba tiba uangnya jga gk kembali,akun hilang tiba tiba uangnya jga tidak kembali,"['akun', 'hilang', 'tiba', 'tiba', 'uangnya', 'jga', 'tidak', 'kembali']","['akun', 'hilang', 'uangnya', 'jga']","['akun', 'hilang', 'uang', 'jga']",akun hilang uang jga
rekomended belanja online,rekomended belanja online,rekomended belanja online,rekomended belanja online,"['rekomended', 'belanja', 'online']","['rekomended', 'belanja', 'online']","['rekomended', 'belanja', 'online']",rekomended belanja online
"pelayanannya baik ,,dan free ongkir jg",pelayanannya baik dan free ongkir jg,pelayanannya baik dan free ongkir jg,pelayanannya baik dan free ongkir juga,"['pelayanannya', 'baik', 'dan', 'free', 'ongkir', 'juga']","['pelayanannya', 'free', 'ongkir']","['layan', 'free', 'ongkir']",layan free ongkir
josmarkonjos😂,josmarkonjos,josmarkonjos,josmarkonjos,['josmarkonjos'],['josmarkonjos'],['josmarkonjos'],josmarkonjos
mantap 👍👍,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],mantap
mantap mempermudah,mantap mempermudah,mantap mempermudah,mantap mempermudah,"['mantap', 'mempermudah']","['mantap', 'mempermudah']","['mantap', 'mudah']",mantap mudah
cepat sekarang bagus,cepat sekarang bagus,cepat sekarang bagus,cepat sekarang bagus,"['cepat', 'sekarang', 'bagus']","['cepat', 'bagus']","['cepat', 'bagus']",cepat bagus
Is the best,Is the best,is the best,is the best,"['is', 'the', 'best']",['best'],['best'],best
banyak promo,banyak promo,banyak promo,banyak promo,"['banyak', 'promo']",['promo'],['promo'],promo
sering2 ada voucher ya..shopee..mksih,sering ada voucher ya shopee mksih,sering ada voucher ya shopee mksih,sering ada voucher ya shopee mksih,"['sering', 'ada', 'voucher', 'ya', 'shopee', 'mksih']","['voucher', 'shopee', 'mksih']","['voucher', 'shopee', 'mksih']",voucher shopee mksih
bagus banyak diskon dan gratis ongkir pengiriman 👍👍,bagus banyak diskon dan gratis ongkir pengiriman,bagus banyak diskon dan gratis ongkir pengiriman,bagus banyak diskon dan gratis ongkir pengiriman,"['bagus', 'banyak', 'diskon', 'dan', 'gratis', 'ongkir', 'pengiriman']","['bagus', 'diskon', 'gratis', 'ongkir', 'pengiriman']","['bagus', 'diskon', 'gratis', 'ongkir', 'kirim']",bagus diskon gratis ongkir kirim
trimakasih shopee sangat membantu,trimakasih shopee sangat membantu,trimakasih shopee sangat membantu,trimakasih shopee sangat membantu,"['trimakasih', 'shopee', 'sangat', 'membantu']","['trimakasih', 'shopee', 'membantu']","['trimakasih', 'shopee', 'bantu']",trimakasih shopee bantu
ehehe soalnya mama ku kerja di shoope jadi aku kasih bintang 5 😊😊🌹🌹🌹,ehehe soalnya mama ku kerja di shoope jadi aku kasih bintang,ehehe soalnya mama ku kerja di shoope jadi aku kasih bintang,ehehe soalnya mama ku kerja di shoope jadi aku kasih bintang,"['ehehe', 'soalnya', 'mama', 'ku', 'kerja', 'di', 'shoope', 'jadi', 'aku', 'kasih', 'bintang']","['ehehe', 'mama', 'kerja', 'shoope', 'kasih', 'bintang']","['ehehe', 'mama', 'kerja', 'shoope', 'kasih', 'bintang']",ehehe mama kerja shoope kasih bintang
"shopee Napa dah jadi begini, retur barang yg dikirim bener napa pas nyampe penerima malah ancur?? yg rugi jadi pembeli dan penjual!",shopee Napa dah jadi begini retur barang yg dikirim bener napa pas nyampe penerima malah ancur yg rugi jadi pembeli dan penjual,shopee napa dah jadi begini retur barang yg dikirim bener napa pas nyampe penerima malah ancur yg rugi jadi pembeli dan penjual,shopee napa dah jadi begini retur barang yang dikirim bener napa pas nyampe penerima malah ancur yang rugi jadi pembeli dan penjual,"['shopee', 'napa', 'dah', 'jadi', 'begini', 'retur', 'barang', 'yang', 'dikirim', 'bener', 'napa', 'pas', 'nyampe', 'penerima', 'malah', 'ancur', 'yang', 'rugi', 'jadi', 'pembeli', 'dan', 'penjual']","['shopee', 'napa', 'retur', 'barang', 'dikirim', 'bener', 'napa', 'pas', 'nyampe', 'penerima', 'ancur', 'rugi', 'pembeli', 'penjual']","['shopee', 'napa', 'retur', 'barang', 'kirim', 'bener', 'napa', 'pas', 'nyampe', 'terima', 'ancur', 'rugi', 'beli', 'jual']",shopee napa retur barang kirim bener napa pas nyampe terima ancur rugi beli jual
app nya bagus cuma loadingnya lemot bangetttt.,app nya bagus cuma loadingnya lemot bangetttt,app nya bagus cuma loadingnya lemot bangetttt,app nya bagus cuma loadingnya lemot bangetttt,"['app', 'nya', 'bagus', 'cuma', 'loadingnya', 'lemot', 'bangetttt']","['app', 'bagus', 'loadingnya', 'lemot', 'bangetttt']","['app', 'bagus', 'loadingnya', 'lot', 'bangetttt']",app bagus loadingnya lot bangetttt
goog,goog,goog,goog,['goog'],['goog'],['goog'],goog
mantap....shopee belum pernah mengecewakan saya,mantap shopee belum pernah mengecewakan saya,mantap shopee belum pernah mengecewakan saya,mantap shopee belum pernah mengecewakan saya,"['mantap', 'shopee', 'belum', 'pernah', 'mengecewakan', 'saya']","['mantap', 'shopee', 'mengecewakan']","['mantap', 'shopee', 'kecewa']",mantap shopee kecewa
"tolong barang yang diterima kurang yang seharusnya 3 cuman 2 ,shopee harus ganti rugi",tolong barang yang diterima kurang yang seharusnya cuman shopee harus ganti rugi,tolong barang yang diterima kurang yang seharusnya cuman shopee harus ganti rugi,tolong barang yang diterima kurang yang seharusnya cuman shopee harus ganti rugi,"['tolong', 'barang', 'yang', 'diterima', 'kurang', 'yang', 'seharusnya', 'cuman', 'shopee', 'harus', 'ganti', 'rugi']","['tolong', 'barang', 'diterima', 'cuman', 'shopee', 'ganti', 'rugi']","['tolong', 'barang', 'terima', 'cuman', 'shopee', 'ganti', 'rugi']",tolong barang terima cuman shopee ganti rugi
bagus sihhh 😈😈,bagus sihhh,bagus sihhh,bagus sihhh,"['bagus', 'sihhh']","['bagus', 'sihhh']","['bagus', 'sihhh']",bagus sihhh
agak lambat tp mungkin banyak yg pakai...diskonnya banyak,agak lambat tp mungkin banyak yg pakai diskonnya banyak,agak lambat tp mungkin banyak yg pakai diskonnya banyak,agak lambat tapi mungkin banyak yang pakai diskonnya banyak,"['agak', 'lambat', 'tapi', 'mungkin', 'banyak', 'yang', 'pakai', 'diskonnya', 'banyak']","['lambat', 'pakai', 'diskonnya']","['lambat', 'pakai', 'diskon']",lambat pakai diskon
tida ragu lagi blanja di shopyy..mantap,tida ragu lagi blanja di shopyy mantap,tida ragu lagi blanja di shopyy mantap,tida ragu lagi blanja di shopyy mantap,"['tida', 'ragu', 'lagi', 'blanja', 'di', 'shopyy', 'mantap']","['tida', 'ragu', 'blanja', 'shopyy', 'mantap']","['tida', 'ragu', 'blanja', 'shopyy', 'mantap']",tida ragu blanja shopyy mantap
"banyakk promo menarik, tapi kasih metode pembayaran qris nya dong shopee. di apk sebelah sudah ada loh",banyakk promo menarik tapi kasih metode pembayaran qris nya dong shopee di apk sebelah sudah ada loh,banyakk promo menarik tapi kasih metode pembayaran qris nya dong shopee di apk sebelah sudah ada loh,banyakk promo menarik tapi kasih metode pembayaran qris nya dong shopee di apk sebelah sudah ada loh,"['banyakk', 'promo', 'menarik', 'tapi', 'kasih', 'metode', 'pembayaran', 'qris', 'nya', 'dong', 'shopee', 'di', 'apk', 'sebelah', 'sudah', 'ada', 'loh']","['banyakk', 'promo', 'menarik', 'kasih', 'metode', 'pembayaran', 'qris', 'shopee', 'apk', 'sebelah']","['banyakk', 'promo', 'tarik', 'kasih', 'metode', 'bayar', 'qris', 'shopee', 'apk', 'belah']",banyakk promo tarik kasih metode bayar qris shopee apk belah
senang kalau dapat grtis ongkir tp kalau kena ongkir lumayan mahal,senang kalau dapat grtis ongkir tp kalau kena ongkir lumayan mahal,senang kalau dapat grtis ongkir tp kalau kena ongkir lumayan mahal,senang kalau dapat grtis ongkir tapi kalau kena ongkir lumayan mahal,"['senang', 'kalau', 'dapat', 'grtis', 'ongkir', 'tapi', 'kalau', 'kena', 'ongkir', 'lumayan', 'mahal']","['senang', 'grtis', 'ongkir', 'kena', 'ongkir', 'lumayan', 'mahal']","['senang', 'grtis', 'ongkir', 'kena', 'ongkir', 'lumayan', 'mahal']",senang grtis ongkir kena ongkir lumayan mahal
buruk eror lokasi tidak bertanggung jawab makanan tidak sesuai,buruk eror lokasi tidak bertanggung jawab makanan tidak sesuai,buruk eror lokasi tidak bertanggung jawab makanan tidak sesuai,buruk eror lokasi tidak bertanggung jawab makanan tidak sesuai,"['buruk', 'eror', 'lokasi', 'tidak', 'bertanggung', 'jawab', 'makanan', 'tidak', 'sesuai']","['buruk', 'eror', 'lokasi', 'bertanggung', 'makanan', 'sesuai']","['buruk', 'eror', 'lokasi', 'tanggung', 'makan', 'sesuai']",buruk eror lokasi tanggung makan sesuai
memudahkan memenuhi kebutuhan,memudahkan memenuhi kebutuhan,memudahkan memenuhi kebutuhan,memudahkan memenuhi kebutuhan,"['memudahkan', 'memenuhi', 'kebutuhan']","['memudahkan', 'memenuhi', 'kebutuhan']","['mudah', 'penuh', 'butuh']",mudah penuh butuh
amanah tepat waktu,amanah tepat waktu,amanah tepat waktu,amanah tepat waktu,"['amanah', 'tepat', 'waktu']",['amanah'],['amanah'],amanah
ini kenapa ya shoope udh gabisa berguna lagi untuk co barang malah muncul voucher tidak bisa di gunakan padahal tidak sering sering belanja dan tidak pernah berbelanja barang itu?,ini kenapa ya shoope udh gabisa berguna lagi untuk co barang malah muncul voucher tidak bisa di gunakan padahal tidak sering sering belanja dan tidak pernah berbelanja barang itu,ini kenapa ya shoope udh gabisa berguna lagi untuk co barang malah muncul voucher tidak bisa di gunakan padahal tidak sering sering belanja dan tidak pernah berbelanja barang itu,ini kenapa ya shoope sudah gabisa berguna lagi untuk co barang malah muncul voucher tidak bisa di gunakan padahal tidak sering sering belanja dan tidak pernah berbelanja barang itu,"['ini', 'kenapa', 'ya', 'shoope', 'sudah', 'gabisa', 'berguna', 'lagi', 'untuk', 'co', 'barang', 'malah', 'muncul', 'voucher', 'tidak', 'bisa', 'di', 'gunakan', 'padahal', 'tidak', 'sering', 'sering', 'belanja', 'dan', 'tidak', 'pernah', 'berbelanja', 'barang', 'itu']","['shoope', 'gabisa', 'berguna', 'co', 'barang', 'muncul', 'voucher', 'belanja', 'berbelanja', 'barang']","['shoope', 'gabisa', 'guna', 'co', 'barang', 'muncul', 'voucher', 'belanja', 'belanja', 'barang']",shoope gabisa guna co barang muncul voucher belanja belanja barang
mantap pokonamah,mantap pokonamah,mantap pokonamah,mantap pokonamah,"['mantap', 'pokonamah']","['mantap', 'pokonamah']","['mantap', 'pokonamah']",mantap pokonamah
kenapa pengembalian dana saya kok belum masuk masuk sudah 2 minggu lebih. tolong pihak sopy pertangung jawabannya,kenapa pengembalian dana saya kok belum masuk masuk sudah minggu lebih tolong pihak sopy pertangung jawabannya,kenapa pengembalian dana saya kok belum masuk masuk sudah minggu lebih tolong pihak sopy pertangung jawabannya,kenapa pengembalian dana saya kok belum masuk masuk sudah minggu lebih tolong pihak sopy pertangung jawabannya,"['kenapa', 'pengembalian', 'dana', 'saya', 'kok', 'belum', 'masuk', 'masuk', 'sudah', 'minggu', 'lebih', 'tolong', 'pihak', 'sopy', 'pertangung', 'jawabannya']","['pengembalian', 'dana', 'masuk', 'masuk', 'minggu', 'tolong', 'sopy', 'pertangung', 'jawabannya']","['kembali', 'dana', 'masuk', 'masuk', 'minggu', 'tolong', 'sopy', 'pertangung', 'jawab']",kembali dana masuk masuk minggu tolong sopy pertangung jawab
pesan di sini cukup bagus dan GK banyak mengeluarkan uang,pesan di sini cukup bagus dan GK banyak mengeluarkan uang,pesan di sini cukup bagus dan gk banyak mengeluarkan uang,pesan di sini cukup bagus dan tidak banyak mengeluarkan uang,"['pesan', 'di', 'sini', 'cukup', 'bagus', 'dan', 'tidak', 'banyak', 'mengeluarkan', 'uang']","['pesan', 'bagus', 'mengeluarkan', 'uang']","['pesan', 'bagus', 'keluar', 'uang']",pesan bagus keluar uang
Shopee sekarang kacau jelek,Shopee sekarang kacau jelek,shopee sekarang kacau jelek,shopee sekarang kacau jelek,"['shopee', 'sekarang', 'kacau', 'jelek']","['shopee', 'kacau', 'jelek']","['shopee', 'kacau', 'jelek']",shopee kacau jelek
"minta tolong dong shopee kasih nomor kurir di status pengiriman barang pas mau diantar dirumah, soalnya paketku sering kena oper ke kurir lain tp gatau harus menghubungi kurir shopee yg mana, masa mau minta nomer kurirnya harus lngsung ke lokasi paket transit🥲",minta tolong dong shopee kasih nomor kurir di status pengiriman barang pas mau diantar dirumah soalnya paketku sering kena oper ke kurir lain tp gatau harus menghubungi kurir shopee yg mana masa mau minta nomer kurirnya harus lngsung ke lokasi paket transit,minta tolong dong shopee kasih nomor kurir di status pengiriman barang pas mau diantar dirumah soalnya paketku sering kena oper ke kurir lain tp gatau harus menghubungi kurir shopee yg mana masa mau minta nomer kurirnya harus lngsung ke lokasi paket transit,minta tolong dong shopee kasih nomor kurir di status pengiriman barang pas mau diantar dirumah soalnya paketku sering kena oper ke kurir lain tapi gatau harus menghubungi kurir shopee yang mana masa mau minta nomer kurirnya harus lngsung ke lokasi paket transit,"['minta', 'tolong', 'dong', 'shopee', 'kasih', 'nomor', 'kurir', 'di', 'status', 'pengiriman', 'barang', 'pas', 'mau', 'diantar', 'dirumah', 'soalnya', 'paketku', 'sering', 'kena', 'oper', 'ke', 'kurir', 'lain', 'tapi', 'gatau', 'harus', 'menghubungi', 'kurir', 'shopee', 'yang', 'mana', 'masa', 'mau', 'minta', 'nomer', 'kurirnya', 'harus', 'lngsung', 'ke', 'lokasi', 'paket', 'transit']","['tolong', 'shopee', 'kasih', 'nomor', 'kurir', 'status', 'pengiriman', 'barang', 'pas', 'diantar', 'dirumah', 'paketku', 'kena', 'oper', 'kurir', 'gatau', 'menghubungi', 'kurir', 'shopee', 'nomer', 'kurirnya', 'lngsung', 'lokasi', 'paket', 'transit']","['tolong', 'shopee', 'kasih', 'nomor', 'kurir', 'status', 'kirim', 'barang', 'pas', 'antar', 'rumah', 'paket', 'kena', 'oper', 'kurir', 'gatau', 'hubung', 'kurir', 'shopee', 'nomer', 'kurir', 'lngsung', 'lokasi', 'paket', 'transit']",tolong shopee kasih nomor kurir status kirim barang pas antar rumah paket kena oper kurir gatau hubung kurir shopee nomer kurir lngsung lokasi paket transit
pengen dapet free ongkir,pengen dapet free ongkir,pengen dapet free ongkir,pengen dapet free ongkir,"['pengen', 'dapet', 'free', 'ongkir']","['pengen', 'dapet', 'free', 'ongkir']","['ken', 'dapet', 'free', 'ongkir']",ken dapet free ongkir
tiap mau main game selalu ada iklan ini😡,tiap mau main game selalu ada iklan ini,tiap mau main game selalu ada iklan ini,tiap mau main game selalu ada iklan ini,"['tiap', 'mau', 'main', 'game', 'selalu', 'ada', 'iklan', 'ini']","['main', 'game', 'iklan']","['main', 'game', 'iklan']",main game iklan
sangat puas dengan shopee. terimakasih,sangat puas dengan shopee terimakasih,sangat puas dengan shopee terimakasih,sangat puas dengan shopee terimakasih,"['sangat', 'puas', 'dengan', 'shopee', 'terimakasih']","['puas', 'shopee', 'terimakasih']","['puas', 'shopee', 'terimakasih']",puas shopee terimakasih
pengalaman saya adalah sukses untuk shopee,pengalaman saya adalah sukses untuk shopee,pengalaman saya adalah sukses untuk shopee,pengalaman saya adalah sukses untuk shopee,"['pengalaman', 'saya', 'adalah', 'sukses', 'untuk', 'shopee']","['pengalaman', 'sukses', 'shopee']","['alam', 'sukses', 'shopee']",alam sukses shopee
shopee keren dah sangat membantu,shopee keren dah sangat membantu,shopee keren dah sangat membantu,shopee keren dah sangat membantu,"['shopee', 'keren', 'dah', 'sangat', 'membantu']","['shopee', 'keren', 'membantu']","['shopee', 'keren', 'bantu']",shopee keren bantu
Aplikasi Bagus menurutku,Aplikasi Bagus menurutku,aplikasi bagus menurutku,aplikasi bagus menurutku,"['aplikasi', 'bagus', 'menurutku']","['aplikasi', 'bagus', 'menurutku']","['aplikasi', 'bagus', 'turut']",aplikasi bagus turut
asal gratis ongkir,asal gratis ongkir,asal gratis ongkir,asal gratis ongkir,"['asal', 'gratis', 'ongkir']","['gratis', 'ongkir']","['gratis', 'ongkir']",gratis ongkir
Shopee nih mantap kali!! murah murah,Shopee nih mantap kali murah murah,shopee nih mantap kali murah murah,shopee nih mantap kali murah murah,"['shopee', 'nih', 'mantap', 'kali', 'murah', 'murah']","['shopee', 'mantap', 'kali', 'murah', 'murah']","['shopee', 'mantap', 'kali', 'murah', 'murah']",shopee mantap kali murah murah
Alhamdulillah selalu sesuai si kalau belanja di apk ini,Alhamdulillah selalu sesuai si kalau belanja di apk ini,alhamdulillah selalu sesuai si kalau belanja di apk ini,alhamdulillah selalu sesuai si kalau belanja di apk ini,"['alhamdulillah', 'selalu', 'sesuai', 'si', 'kalau', 'belanja', 'di', 'apk', 'ini']","['alhamdulillah', 'sesuai', 'si', 'belanja', 'apk']","['alhamdulillah', 'sesuai', 'si', 'belanja', 'apk']",alhamdulillah sesuai si belanja apk
"bagus 👍😎 , saya memesan paket aman dan sesuai dengan gambar",bagus saya memesan paket aman dan sesuai dengan gambar,bagus saya memesan paket aman dan sesuai dengan gambar,bagus saya memesan paket aman dan sesuai dengan gambar,"['bagus', 'saya', 'memesan', 'paket', 'aman', 'dan', 'sesuai', 'dengan', 'gambar']","['bagus', 'memesan', 'paket', 'aman', 'sesuai', 'gambar']","['bagus', 'mes', 'paket', 'aman', 'sesuai', 'gambar']",bagus mes paket aman sesuai gambar
bisa COD cek dulu,bisa COD cek dulu,bisa cod cek dulu,bisa cod cek dulu,"['bisa', 'cod', 'cek', 'dulu']","['cod', 'cek']","['cod', 'cek']",cod cek
"exepedisi jelek sekali (scam), sangat mengecewakan, voucher keterlambatan tidak berlaku",exepedisi jelek sekali scam sangat mengecewakan voucher keterlambatan tidak berlaku,exepedisi jelek sekali scam sangat mengecewakan voucher keterlambatan tidak berlaku,exepedisi jelek sekali scam sangat mengecewakan voucher keterlambatan tidak berlaku,"['exepedisi', 'jelek', 'sekali', 'scam', 'sangat', 'mengecewakan', 'voucher', 'keterlambatan', 'tidak', 'berlaku']","['exepedisi', 'jelek', 'scam', 'mengecewakan', 'voucher', 'keterlambatan', 'berlaku']","['exepedisi', 'jelek', 'scam', 'kecewa', 'voucher', 'lambat', 'laku']",exepedisi jelek scam kecewa voucher lambat laku
suka iklan,suka iklan,suka iklan,suka iklan,"['suka', 'iklan']","['suka', 'iklan']","['suka', 'iklan']",suka iklan
shopii selalu mantap,shopii selalu mantap,shopii selalu mantap,shopii selalu mantap,"['shopii', 'selalu', 'mantap']","['shopii', 'mantap']","['shopii', 'mantap']",shopii mantap
"Ada bug ketika menulis review/ulasan produk di penilaian, saat pencet [enter] di keyboard alhasil lari nya ke pencarian produk, sepele tapi sgt mengganggu semoga di perbaiki.",Ada bug ketika menulis review ulasan produk di penilaian saat pencet enter di keyboard alhasil lari nya ke pencarian produk sepele tapi sgt mengganggu semoga di perbaiki,ada bug ketika menulis review ulasan produk di penilaian saat pencet enter di keyboard alhasil lari nya ke pencarian produk sepele tapi sgt mengganggu semoga di perbaiki,ada bug ketika menulis review ulasan produk di penilaian saat pencet enter di keyboard alhasil lari nya ke pencarian produk sepele tapi sgt mengganggu semoga di perbaiki,"['ada', 'bug', 'ketika', 'menulis', 'review', 'ulasan', 'produk', 'di', 'penilaian', 'saat', 'pencet', 'enter', 'di', 'keyboard', 'alhasil', 'lari', 'nya', 'ke', 'pencarian', 'produk', 'sepele', 'tapi', 'sgt', 'mengganggu', 'semoga', 'di', 'perbaiki']","['bug', 'menulis', 'review', 'ulasan', 'produk', 'penilaian', 'pencet', 'enter', 'keyboard', 'alhasil', 'lari', 'pencarian', 'produk', 'sepele', 'sgt', 'mengganggu', 'semoga', 'perbaiki']","['bug', 'tulis', 'review', 'ulas', 'produk', 'nilai', 'pencet', 'enter', 'keyboard', 'alhasil', 'lari', 'cari', 'produk', 'sepele', 'sgt', 'ganggu', 'moga', 'baik']",bug tulis review ulas produk nilai pencet enter keyboard alhasil lari cari produk sepele sgt ganggu moga baik
apk ini sangat baik bisa belanja tanpa keluar rumah. makasih orang baik,apk ini sangat baik bisa belanja tanpa keluar rumah makasih orang baik,apk ini sangat baik bisa belanja tanpa keluar rumah makasih orang baik,apk ini sangat baik bisa belanja tanpa keluar rumah makasih orang baik,"['apk', 'ini', 'sangat', 'baik', 'bisa', 'belanja', 'tanpa', 'keluar', 'rumah', 'makasih', 'orang', 'baik']","['apk', 'belanja', 'rumah', 'makasih', 'orang']","['apk', 'belanja', 'rumah', 'makasih', 'orang']",apk belanja rumah makasih orang
Mantap jiwa,Mantap jiwa,mantap jiwa,mantap jiwa,"['mantap', 'jiwa']","['mantap', 'jiwa']","['mantap', 'jiwa']",mantap jiwa
shopee kereen dan pesanan selalu tepat waktu,shopee kereen dan pesanan selalu tepat waktu,shopee kereen dan pesanan selalu tepat waktu,shopee kereen dan pesanan selalu tepat waktu,"['shopee', 'kereen', 'dan', 'pesanan', 'selalu', 'tepat', 'waktu']","['shopee', 'kereen', 'pesanan']","['shopee', 'kereen', 'pesan']",shopee kereen pesan
dicari ga ada yg lbh murah..udh bayar nongol dah yg murah...licik,dicari ga ada yg lbh murah udh bayar nongol dah yg murah licik,dicari ga ada yg lbh murah udh bayar nongol dah yg murah licik,dicari tidak ada yang lbh murah sudah bayar nongol dah yang murah licik,"['dicari', 'tidak', 'ada', 'yang', 'lbh', 'murah', 'sudah', 'bayar', 'nongol', 'dah', 'yang', 'murah', 'licik']","['dicari', 'lbh', 'murah', 'bayar', 'nongol', 'murah', 'licik']","['cari', 'lbh', 'murah', 'bayar', 'nongol', 'murah', 'licik']",cari lbh murah bayar nongol murah licik
belanja di shopee...murah dan terpecaya,belanja di shopee murah dan terpecaya,belanja di shopee murah dan terpecaya,belanja di shopee murah dan terpecaya,"['belanja', 'di', 'shopee', 'murah', 'dan', 'terpecaya']","['belanja', 'shopee', 'murah', 'terpecaya']","['belanja', 'shopee', 'murah', 'terpecaya']",belanja shopee murah terpecaya
sangat puas belanja di shoope,sangat puas belanja di shoope,sangat puas belanja di shoope,sangat puas belanja di shoope,"['sangat', 'puas', 'belanja', 'di', 'shoope']","['puas', 'belanja', 'shoope']","['puas', 'belanja', 'shoope']",puas belanja shoope
real,real,real,real,['real'],['real'],['real'],real
"pelayanan penjual dan pengiriman baik,..penilaian atas produk yg diterima juga termuat dalam kolom komentar sebagai bahan pertimbangan bagi setiap pembelian atas kwalitas produk yang dijual",pelayanan penjual dan pengiriman baik penilaian atas produk yg diterima juga termuat dalam kolom komentar sebagai bahan pertimbangan bagi setiap pembelian atas kwalitas produk yang dijual,pelayanan penjual dan pengiriman baik penilaian atas produk yg diterima juga termuat dalam kolom komentar sebagai bahan pertimbangan bagi setiap pembelian atas kwalitas produk yang dijual,pelayanan penjual dan pengiriman baik penilaian atas produk yang diterima juga termuat dalam kolom komentar sebagai bahan pertimbangan bagi setiap pembelian atas kwalitas produk yang dijual,"['pelayanan', 'penjual', 'dan', 'pengiriman', 'baik', 'penilaian', 'atas', 'produk', 'yang', 'diterima', 'juga', 'termuat', 'dalam', 'kolom', 'komentar', 'sebagai', 'bahan', 'pertimbangan', 'bagi', 'setiap', 'pembelian', 'atas', 'kwalitas', 'produk', 'yang', 'dijual']","['pelayanan', 'penjual', 'pengiriman', 'penilaian', 'produk', 'diterima', 'termuat', 'kolom', 'komentar', 'bahan', 'pertimbangan', 'pembelian', 'kwalitas', 'produk', 'dijual']","['layan', 'jual', 'kirim', 'nilai', 'produk', 'terima', 'muat', 'kolom', 'komentar', 'bahan', 'timbang', 'beli', 'kwalitas', 'produk', 'jual']",layan jual kirim nilai produk terima muat kolom komentar bahan timbang beli kwalitas produk jual
uda mualai bagus klo kurirnya di aceh. cepat pengantaran,uda mualai bagus klo kurirnya di aceh cepat pengantaran,uda mualai bagus klo kurirnya di aceh cepat pengantaran,uda mualai bagus klo kurirnya di aceh cepat pengantaran,"['uda', 'mualai', 'bagus', 'klo', 'kurirnya', 'di', 'aceh', 'cepat', 'pengantaran']","['uda', 'mualai', 'bagus', 'klo', 'kurirnya', 'aceh', 'cepat', 'pengantaran']","['uda', 'mualai', 'bagus', 'klo', 'kurir', 'aceh', 'cepat', 'antar']",uda mualai bagus klo kurir aceh cepat antar
bagussssssss bgttttttt,bagussssssss bgttttttt,bagussssssss bgttttttt,bagussssssss bgttttttt,"['bagussssssss', 'bgttttttt']","['bagussssssss', 'bgttttttt']","['bagussssssss', 'bgttttttt']",bagussssssss bgttttttt
"harga Disni lebih murah dr hrg diaplikasi sebelah, hanya saja admin di sini lebih mahal dr admin sblh, ongkirnya jg dsni kdng masih kena ongkir, tp seringan freeong seh. suka aj blanja dsni, Krn emng dsni lebih mrh dr sblh, dn jg sering dpt voucer. sukses trus shopee..👍",harga Disni lebih murah dr hrg diaplikasi sebelah hanya saja admin di sini lebih mahal dr admin sblh ongkirnya jg dsni kdng masih kena ongkir tp seringan freeong seh suka aj blanja dsni Krn emng dsni lebih mrh dr sblh dn jg sering dpt voucer sukses trus shopee,harga disni lebih murah dr hrg diaplikasi sebelah hanya saja admin di sini lebih mahal dr admin sblh ongkirnya jg dsni kdng masih kena ongkir tp seringan freeong seh suka aj blanja dsni krn emng dsni lebih mrh dr sblh dn jg sering dpt voucer sukses trus shopee,harga disni lebih murah dari hrg diaplikasi sebelah hanya saja admin di sini lebih mahal dari admin sblh ongkirnya juga dsni kdng masih kena ongkir tapi seringan freeong seh suka aj blanja dsni krn emng dsni lebih mrh dari sblh dn juga sering dapat voucer sukses trus shopee,"['harga', 'disni', 'lebih', 'murah', 'dari', 'hrg', 'diaplikasi', 'sebelah', 'hanya', 'saja', 'admin', 'di', 'sini', 'lebih', 'mahal', 'dari', 'admin', 'sblh', 'ongkirnya', 'juga', 'dsni', 'kdng', 'masih', 'kena', 'ongkir', 'tapi', 'seringan', 'freeong', 'seh', 'suka', 'aj', 'blanja', 'dsni', 'krn', 'emng', 'dsni', 'lebih', 'mrh', 'dari', 'sblh', 'dn', 'juga', 'sering', 'dapat', 'voucer', 'sukses', 'trus', 'shopee']","['harga', 'disni', 'murah', 'hrg', 'diaplikasi', 'sebelah', 'admin', 'mahal', 'admin', 'sblh', 'ongkirnya', 'dsni', 'kdng', 'kena', 'ongkir', 'seringan', 'freeong', 'seh', 'suka', 'aj', 'blanja', 'dsni', 'krn', 'emng', 'dsni', 'mrh', 'sblh', 'dn', 'voucer', 'sukses', 'trus', 'shopee']","['harga', 'disni', 'murah', 'hrg', 'aplikasi', 'belah', 'admin', 'mahal', 'admin', 'sblh', 'ongkirnya', 'dsni', 'kdng', 'kena', 'ongkir', 'sering', 'freeong', 'seh', 'suka', 'aj', 'blanja', 'dsni', 'krn', 'emng', 'dsni', 'mrh', 'sblh', 'dn', 'voucer', 'sukses', 'trus', 'shopee']",harga disni murah hrg aplikasi belah admin mahal admin sblh ongkirnya dsni kdng kena ongkir sering freeong seh suka aj blanja dsni krn emng dsni mrh sblh dn voucer sukses trus shopee
