Review,text_clean,text_casefoldingText,text_slangwords,text_tokenizingText,text_stopword,text_stemming,text_final
"spay laternya ga jelas, belum pernah dipake sebelumnya alias belum pernah dapet tagihan, eh di tuduh ada keterlambatan pembayaran tagihan jadi gabisa pake spay laternya",spay laternya ga jelas belum pernah dipake sebelumnya alias belum pernah dapet tagihan eh di tuduh ada keterlambatan pembayaran tagihan jadi gabisa pake spay laternya,spay laternya ga jelas belum pernah dipake sebelumnya alias belum pernah dapet tagihan eh di tuduh ada keterlambatan pembayaran tagihan jadi gabisa pake spay laternya,spay laternya tidak jelas belum pernah dipake sebelumnya alias belum pernah dapet tagihan eh di tuduh ada keterlambatan pembayaran tagihan jadi gabisa pake spay laternya,"['spay', 'laternya', 'tidak', 'jelas', 'belum', 'pernah', 'dipake', 'sebelumnya', 'alias', 'belum', 'pernah', 'dapet', 'tagihan', 'eh', 'di', 'tuduh', 'ada', 'keterlambatan', 'pembayaran', 'tagihan', 'jadi', 'gabisa', 'pake', 'spay', 'laternya']","['spay', 'laternya', 'dipake', 'alias', 'dapet', 'tagihan', 'eh', 'tuduh', 'keterlambatan', 'pembayaran', 'tagihan', 'gabisa', 'pake', 'spay', 'laternya']","['spay', 'laternya', 'dipake', 'alias', 'dapet', 'tagih', 'eh', 'tuduh', 'lambat', 'bayar', 'tagih', 'gabisa', 'pake', 'spay', 'laternya']",spay laternya dipake alias dapet tagih eh tuduh lambat bayar tagih gabisa pake spay laternya
sophee ..pelayanannya sangat baik ..trims,sophee pelayanannya sangat baik trims,sophee pelayanannya sangat baik trims,sophee pelayanannya sangat baik trims,"['sophee', 'pelayanannya', 'sangat', 'baik', 'trims']","['sophee', 'pelayanannya', 'trims']","['sophee', 'layan', 'trims']",sophee layan trims
"Dapet voucher garansi 10 rb tapi minimal pembelian 70 rb, keburu hangus dalam dua hari",Dapet voucher garansi rb tapi minimal pembelian rb keburu hangus dalam dua hari,dapet voucher garansi rb tapi minimal pembelian rb keburu hangus dalam dua hari,dapet voucher garansi rb tapi minimal pembelian rb keburu hangus dalam dua hari,"['dapet', 'voucher', 'garansi', 'rb', 'tapi', 'minimal', 'pembelian', 'rb', 'keburu', 'hangus', 'dalam', 'dua', 'hari']","['dapet', 'voucher', 'garansi', 'rb', 'minimal', 'pembelian', 'rb', 'keburu', 'hangus']","['dapet', 'voucher', 'garansi', 'rb', 'minimal', 'beli', 'rb', 'keburu', 'hangus']",dapet voucher garansi rb minimal beli rb keburu hangus
"awalnya shopee ini nyaman digunakan, skrg benar2 buat tidak nyaman dgn banyak nya iklan video, awal buka shopee disuguhkan dgn iklan video yang sangat berisik, gak bisa di off kan. buat kesal ketika kita dikantor mau cek sebentar paket dishopee, berisik nya video iklan smpe resepsionis.. iklan video nya benar2 sngat mengganggu & banyak iklan2 video yg Semangkin mengganggu & membuat lemot jaringan, performa hp kita saat buka shopee.. padahal ditoko sebelah tidak seberisik sprt di shopee..",awalnya shopee ini nyaman digunakan skrg benar buat tidak nyaman dgn banyak nya iklan video awal buka shopee disuguhkan dgn iklan video yang sangat berisik gak bisa di off kan buat kesal ketika kita dikantor mau cek sebentar paket dishopee berisik nya video iklan smpe resepsionis iklan video nya benar sngat mengganggu banyak iklan video yg Semangkin mengganggu membuat lemot jaringan performa hp kita saat buka shopee padahal ditoko sebelah tidak seberisik sprt di shopee,awalnya shopee ini nyaman digunakan skrg benar buat tidak nyaman dgn banyak nya iklan video awal buka shopee disuguhkan dgn iklan video yang sangat berisik gak bisa di off kan buat kesal ketika kita dikantor mau cek sebentar paket dishopee berisik nya video iklan smpe resepsionis iklan video nya benar sngat mengganggu banyak iklan video yg semangkin mengganggu membuat lemot jaringan performa hp kita saat buka shopee padahal ditoko sebelah tidak seberisik sprt di shopee,awalnya shopee ini nyaman digunakan skrg benar buat tidak nyaman dengan banyak nya iklan video awal buka shopee disuguhkan dengan iklan video yang sangat berisik tidak bisa di off kan buat kesal ketika kita dikantor mau cek sebentar paket dishopee berisik nya video iklan smpe resepsionis iklan video nya benar sngat mengganggu banyak iklan video yang semangkin mengganggu membuat lemot jaringan performa hp kita saat buka shopee padahal ditoko sebelah tidak seberisik sprt di shopee,"['awalnya', 'shopee', 'ini', 'nyaman', 'digunakan', 'skrg', 'benar', 'buat', 'tidak', 'nyaman', 'dengan', 'banyak', 'nya', 'iklan', 'video', 'awal', 'buka', 'shopee', 'disuguhkan', 'dengan', 'iklan', 'video', 'yang', 'sangat', 'berisik', 'tidak', 'bisa', 'di', 'off', 'kan', 'buat', 'kesal', 'ketika', 'kita', 'dikantor', 'mau', 'cek', 'sebentar', 'paket', 'dishopee', 'berisik', 'nya', 'video', 'iklan', 'smpe', 'resepsionis', 'iklan', 'video', 'nya', 'benar', 'sngat', 'mengganggu', 'banyak', 'iklan', 'video', 'yang', 'semangkin', 'mengganggu', 'membuat', 'lemot', 'jaringan', 'performa', 'hp', 'kita', 'saat', 'buka', 'shopee', 'padahal', 'ditoko', 'sebelah', 'tidak', 'seberisik', 'sprt', 'di', 'shopee']","['shopee', 'nyaman', 'skrg', 'nyaman', 'iklan', 'video', 'buka', 'shopee', 'disuguhkan', 'iklan', 'video', 'berisik', 'kesal', 'dikantor', 'cek', 'sebentar', 'paket', 'dishopee', 'berisik', 'video', 'iklan', 'smpe', 'resepsionis', 'iklan', 'video', 'sngat', 'mengganggu', 'iklan', 'video', 'semangkin', 'mengganggu', 'lemot', 'jaringan', 'performa', 'hp', 'buka', 'shopee', 'ditoko', 'sebelah', 'seberisik', 'sprt', 'shopee']","['shopee', 'nyaman', 'skrg', 'nyaman', 'iklan', 'video', 'buka', 'shopee', 'suguh', 'iklan', 'video', 'berisik', 'kesal', 'kantor', 'cek', 'sebentar', 'paket', 'dishopee', 'berisik', 'video', 'iklan', 'smpe', 'resepsionis', 'iklan', 'video', 'sngat', 'ganggu', 'iklan', 'video', 'semangkin', 'ganggu', 'lot', 'jaring', 'performa', 'hp', 'buka', 'shopee', 'toko', 'belah', 'berisik', 'sprt', 'shopee']",shopee nyaman skrg nyaman iklan video buka shopee suguh iklan video berisik kesal kantor cek sebentar paket dishopee berisik video iklan smpe resepsionis iklan video sngat ganggu iklan video semangkin ganggu lot jaring performa hp buka shopee toko belah berisik sprt shopee
murah meriah serba ada disini,murah meriah serba ada disini,murah meriah serba ada disini,murah meriah serba ada disini,"['murah', 'meriah', 'serba', 'ada', 'disini']","['murah', 'meriah', 'serba']","['murah', 'riah', 'serba']",murah riah serba
joshhhh,joshhhh,joshhhh,joshhhh,['joshhhh'],['joshhhh'],['joshhhh'],joshhhh
memudahkan untuk membeli barang yang tidak ada di kampung saya,memudahkan untuk membeli barang yang tidak ada di kampung saya,memudahkan untuk membeli barang yang tidak ada di kampung saya,memudahkan untuk membeli barang yang tidak ada di kampung saya,"['memudahkan', 'untuk', 'membeli', 'barang', 'yang', 'tidak', 'ada', 'di', 'kampung', 'saya']","['memudahkan', 'membeli', 'barang', 'kampung']","['mudah', 'beli', 'barang', 'kampung']",mudah beli barang kampung
pelayanannya bagus . mudah nyaman dan amanah . bila tidak sesuai bisa di kembalikan.,pelayanannya bagus mudah nyaman dan amanah bila tidak sesuai bisa di kembalikan,pelayanannya bagus mudah nyaman dan amanah bila tidak sesuai bisa di kembalikan,pelayanannya bagus mudah nyaman dan amanah bila tidak sesuai bisa di kembalikan,"['pelayanannya', 'bagus', 'mudah', 'nyaman', 'dan', 'amanah', 'bila', 'tidak', 'sesuai', 'bisa', 'di', 'kembalikan']","['pelayanannya', 'bagus', 'mudah', 'nyaman', 'amanah', 'sesuai', 'kembalikan']","['layan', 'bagus', 'mudah', 'nyaman', 'amanah', 'sesuai', 'kembali']",layan bagus mudah nyaman amanah sesuai kembali
"haii kak, Shopee nya bagus bgt, tpi kenapa ga bisa COD lagi😭",haii kak Shopee nya bagus bgt tpi kenapa ga bisa COD lagi,haii kak shopee nya bagus bgt tpi kenapa ga bisa cod lagi,haii kak shopee nya bagus banget tapi kenapa tidak bisa cod lagi,"['haii', 'kak', 'shopee', 'nya', 'bagus', 'banget', 'tapi', 'kenapa', 'tidak', 'bisa', 'cod', 'lagi']","['haii', 'kak', 'shopee', 'bagus', 'cod']","['hai', 'kak', 'shopee', 'bagus', 'cod']",hai kak shopee bagus cod
langganan dr dulu tak pernah kecewa 🤗🤗,langganan dr dulu tak pernah kecewa,langganan dr dulu tak pernah kecewa,langganan dari dulu tak pernah kecewa,"['langganan', 'dari', 'dulu', 'tak', 'pernah', 'kecewa']","['langganan', 'kecewa']","['langgan', 'kecewa']",langgan kecewa
aplikasi keren,aplikasi keren,aplikasi keren,aplikasi keren,"['aplikasi', 'keren']","['aplikasi', 'keren']","['aplikasi', 'keren']",aplikasi keren
"bagus ,tp kadang ongkir masih gede ajah",bagus tp kadang ongkir masih gede ajah,bagus tp kadang ongkir masih gede ajah,bagus tapi kadang ongkir masih gede ajah,"['bagus', 'tapi', 'kadang', 'ongkir', 'masih', 'gede', 'ajah']","['bagus', 'kadang', 'ongkir', 'gede', 'ajah']","['bagus', 'kadang', 'ongkir', 'gede', 'ajah']",bagus kadang ongkir gede ajah
"sangat bagus dan membantu sekali buat saya, banyak gratis ongkir, barang ga sesuai pesanan bisa d kembalikan",sangat bagus dan membantu sekali buat saya banyak gratis ongkir barang ga sesuai pesanan bisa d kembalikan,sangat bagus dan membantu sekali buat saya banyak gratis ongkir barang ga sesuai pesanan bisa d kembalikan,sangat bagus dan membantu sekali buat saya banyak gratis ongkir barang tidak sesuai pesanan bisa d kembalikan,"['sangat', 'bagus', 'dan', 'membantu', 'sekali', 'buat', 'saya', 'banyak', 'gratis', 'ongkir', 'barang', 'tidak', 'sesuai', 'pesanan', 'bisa', 'd', 'kembalikan']","['bagus', 'membantu', 'gratis', 'ongkir', 'barang', 'sesuai', 'pesanan', 'kembalikan']","['bagus', 'bantu', 'gratis', 'ongkir', 'barang', 'sesuai', 'pesan', 'kembali']",bagus bantu gratis ongkir barang sesuai pesan kembali
saya suka sekali,saya suka sekali,saya suka sekali,saya suka sekali,"['saya', 'suka', 'sekali']",['suka'],['suka'],suka
pokonya mantaf,pokonya mantaf,pokonya mantaf,pokonya mantaf,"['pokonya', 'mantaf']","['pokonya', 'mantaf']","['poko', 'mantaf']",poko mantaf
"SHOPEE.............IS THE BEST. Pengiriman cepat. barangnya bagus. pelayanan kurir good. pelayanan toko good. pengiriman barang sesuai pesanan,trm kasih toko2 yg krjsa dgn shopee,smga kedpan lebih maju lagi. dri Ambon.....Manise. Tuhan mmbrkati.",SHOPEE IS THE BEST Pengiriman cepat barangnya bagus pelayanan kurir good pelayanan toko good pengiriman barang sesuai pesanan trm kasih toko yg krjsa dgn shopee smga kedpan lebih maju lagi dri Ambon Manise Tuhan mmbrkati,shopee is the best pengiriman cepat barangnya bagus pelayanan kurir good pelayanan toko good pengiriman barang sesuai pesanan trm kasih toko yg krjsa dgn shopee smga kedpan lebih maju lagi dri ambon manise tuhan mmbrkati,shopee is the best pengiriman cepat barangnya bagus pelayanan kurir good pelayanan toko good pengiriman barang sesuai pesanan trm kasih toko yang krjsa dengan shopee smga kedpan lebih maju lagi dri ambon manise tuhan mmbrkati,"['shopee', 'is', 'the', 'best', 'pengiriman', 'cepat', 'barangnya', 'bagus', 'pelayanan', 'kurir', 'good', 'pelayanan', 'toko', 'good', 'pengiriman', 'barang', 'sesuai', 'pesanan', 'trm', 'kasih', 'toko', 'yang', 'krjsa', 'dengan', 'shopee', 'smga', 'kedpan', 'lebih', 'maju', 'lagi', 'dri', 'ambon', 'manise', 'tuhan', 'mmbrkati']","['shopee', 'best', 'pengiriman', 'cepat', 'barangnya', 'bagus', 'pelayanan', 'kurir', 'good', 'pelayanan', 'toko', 'good', 'pengiriman', 'barang', 'sesuai', 'pesanan', 'trm', 'kasih', 'toko', 'krjsa', 'shopee', 'smga', 'kedpan', 'maju', 'dri', 'ambon', 'manise', 'tuhan', 'mmbrkati']","['shopee', 'best', 'kirim', 'cepat', 'barang', 'bagus', 'layan', 'kurir', 'good', 'layan', 'toko', 'good', 'kirim', 'barang', 'sesuai', 'pesan', 'trm', 'kasih', 'toko', 'krjsa', 'shopee', 'smga', 'kedpan', 'maju', 'dri', 'ambon', 'manise', 'tuhan', 'mmbrkati']",shopee best kirim cepat barang bagus layan kurir good layan toko good kirim barang sesuai pesan trm kasih toko krjsa shopee smga kedpan maju dri ambon manise tuhan mmbrkati
pesanan selalu memuas kan sesuai dengan promo datang sesuai ap yg d pesan,pesanan selalu memuas kan sesuai dengan promo datang sesuai ap yg d pesan,pesanan selalu memuas kan sesuai dengan promo datang sesuai ap yg d pesan,pesanan selalu memuas kan sesuai dengan promo datang sesuai ap yang d pesan,"['pesanan', 'selalu', 'memuas', 'kan', 'sesuai', 'dengan', 'promo', 'datang', 'sesuai', 'ap', 'yang', 'd', 'pesan']","['pesanan', 'memuas', 'sesuai', 'promo', 'sesuai', 'ap', 'pesan']","['pesan', 'muas', 'sesuai', 'promo', 'sesuai', 'ap', 'pesan']",pesan muas sesuai promo sesuai ap pesan
shopee cara mudah belanja,shopee cara mudah belanja,shopee cara mudah belanja,shopee cara mudah belanja,"['shopee', 'cara', 'mudah', 'belanja']","['shopee', 'mudah', 'belanja']","['shopee', 'mudah', 'belanja']",shopee mudah belanja
pengiriman kurir terlalu lama,pengiriman kurir terlalu lama,pengiriman kurir terlalu lama,pengiriman kurir terlalu lama,"['pengiriman', 'kurir', 'terlalu', 'lama']","['pengiriman', 'kurir']","['kirim', 'kurir']",kirim kurir
sangat membantu dalam segala macam pembelian barang,sangat membantu dalam segala macam pembelian barang,sangat membantu dalam segala macam pembelian barang,sangat membantu dalam segala macam pembelian barang,"['sangat', 'membantu', 'dalam', 'segala', 'macam', 'pembelian', 'barang']","['membantu', 'pembelian', 'barang']","['bantu', 'beli', 'barang']",bantu beli barang
"sangat suka belanja di shopee, barangnya murah dan berkualitas, pesanan sll datang tepat waktu",sangat suka belanja di shopee barangnya murah dan berkualitas pesanan sll datang tepat waktu,sangat suka belanja di shopee barangnya murah dan berkualitas pesanan sll datang tepat waktu,sangat suka belanja di shopee barangnya murah dan berkualitas pesanan sll datang tepat waktu,"['sangat', 'suka', 'belanja', 'di', 'shopee', 'barangnya', 'murah', 'dan', 'berkualitas', 'pesanan', 'sll', 'datang', 'tepat', 'waktu']","['suka', 'belanja', 'shopee', 'barangnya', 'murah', 'berkualitas', 'pesanan', 'sll']","['suka', 'belanja', 'shopee', 'barang', 'murah', 'kualitas', 'pesan', 'sll']",suka belanja shopee barang murah kualitas pesan sll
saran untuk shopee kalo ngasih harga barang jgn kaya aplikasi sebelah contoh digambar jual celana harga 7000. di klik yg keluar 7000 kolor doang. tolong foto dan harga di kasih yg simple,saran untuk shopee kalo ngasih harga barang jgn kaya aplikasi sebelah contoh digambar jual celana harga di klik yg keluar kolor doang tolong foto dan harga di kasih yg simple,saran untuk shopee kalo ngasih harga barang jgn kaya aplikasi sebelah contoh digambar jual celana harga di klik yg keluar kolor doang tolong foto dan harga di kasih yg simple,saran untuk shopee kalo ngasih harga barang jgn kaya aplikasi sebelah contoh digambar jual celana harga di klik yang keluar kolor doang tolong foto dan harga di kasih yang simple,"['saran', 'untuk', 'shopee', 'kalo', 'ngasih', 'harga', 'barang', 'jgn', 'kaya', 'aplikasi', 'sebelah', 'contoh', 'digambar', 'jual', 'celana', 'harga', 'di', 'klik', 'yang', 'keluar', 'kolor', 'doang', 'tolong', 'foto', 'dan', 'harga', 'di', 'kasih', 'yang', 'simple']","['saran', 'shopee', 'kalo', 'ngasih', 'harga', 'barang', 'jgn', 'kaya', 'aplikasi', 'sebelah', 'contoh', 'digambar', 'jual', 'celana', 'harga', 'klik', 'kolor', 'doang', 'tolong', 'foto', 'harga', 'kasih', 'simple']","['saran', 'shopee', 'kalo', 'ngasih', 'harga', 'barang', 'jgn', 'kaya', 'aplikasi', 'belah', 'contoh', 'gambar', 'jual', 'celana', 'harga', 'klik', 'kolor', 'doang', 'tolong', 'foto', 'harga', 'kasih', 'simple']",saran shopee kalo ngasih harga barang jgn kaya aplikasi belah contoh gambar jual celana harga klik kolor doang tolong foto harga kasih simple
barang cepat sampai kurir nya juga sopan tokonya amanah,barang cepat sampai kurir nya juga sopan tokonya amanah,barang cepat sampai kurir nya juga sopan tokonya amanah,barang cepat sampai kurir nya juga sopan tokonya amanah,"['barang', 'cepat', 'sampai', 'kurir', 'nya', 'juga', 'sopan', 'tokonya', 'amanah']","['barang', 'cepat', 'kurir', 'sopan', 'tokonya', 'amanah']","['barang', 'cepat', 'kurir', 'sopan', 'toko', 'amanah']",barang cepat kurir sopan toko amanah
berhasil,berhasil,berhasil,berhasil,['berhasil'],['berhasil'],['hasil'],hasil
"Ini bukan Aplikasi untuk membeli barang- barang online, tetapi untuk Pinjaman Online perusak negara !!!.",Ini bukan Aplikasi untuk membeli barang barang online tetapi untuk Pinjaman Online perusak negara,ini bukan aplikasi untuk membeli barang barang online tetapi untuk pinjaman online perusak negara,ini bukan aplikasi untuk membeli barang barang online tetapi untuk pinjaman online perusak negara,"['ini', 'bukan', 'aplikasi', 'untuk', 'membeli', 'barang', 'barang', 'online', 'tetapi', 'untuk', 'pinjaman', 'online', 'perusak', 'negara']","['aplikasi', 'membeli', 'barang', 'barang', 'online', 'pinjaman', 'online', 'perusak', 'negara']","['aplikasi', 'beli', 'barang', 'barang', 'online', 'pinjam', 'online', 'usak', 'negara']",aplikasi beli barang barang online pinjam online usak negara
cepat sampai paketnya,cepat sampai paketnya,cepat sampai paketnya,cepat sampai paketnya,"['cepat', 'sampai', 'paketnya']","['cepat', 'paketnya']","['cepat', 'paket']",cepat paket
belanja puas,belanja puas,belanja puas,belanja puas,"['belanja', 'puas']","['belanja', 'puas']","['belanja', 'puas']",belanja puas
"pesanan sesuai yg digambar, nyaman di pakai teruma kasih",pesanan sesuai yg digambar nyaman di pakai teruma kasih,pesanan sesuai yg digambar nyaman di pakai teruma kasih,pesanan sesuai yang digambar nyaman di pakai teruma kasih,"['pesanan', 'sesuai', 'yang', 'digambar', 'nyaman', 'di', 'pakai', 'teruma', 'kasih']","['pesanan', 'sesuai', 'digambar', 'nyaman', 'pakai', 'teruma', 'kasih']","['pesan', 'sesuai', 'gambar', 'nyaman', 'pakai', 'uma', 'kasih']",pesan sesuai gambar nyaman pakai uma kasih
mudah dan murah..,mudah dan murah,mudah dan murah,mudah dan murah,"['mudah', 'dan', 'murah']","['mudah', 'murah']","['mudah', 'murah']",mudah murah
"belanja lebih mudah ...hrg ny pun lebih murah di banding datang ke toko,gratis ongkir jg..",belanja lebih mudah hrg ny pun lebih murah di banding datang ke toko gratis ongkir jg,belanja lebih mudah hrg ny pun lebih murah di banding datang ke toko gratis ongkir jg,belanja lebih mudah hrg ny pun lebih murah di banding datang ke toko gratis ongkir juga,"['belanja', 'lebih', 'mudah', 'hrg', 'ny', 'pun', 'lebih', 'murah', 'di', 'banding', 'datang', 'ke', 'toko', 'gratis', 'ongkir', 'juga']","['belanja', 'mudah', 'hrg', 'ny', 'murah', 'banding', 'toko', 'gratis', 'ongkir']","['belanja', 'mudah', 'hrg', 'ny', 'murah', 'banding', 'toko', 'gratis', 'ongkir']",belanja mudah hrg ny murah banding toko gratis ongkir
ekspedisi pengiriman lama,ekspedisi pengiriman lama,ekspedisi pengiriman lama,ekspedisi pengiriman lama,"['ekspedisi', 'pengiriman', 'lama']","['ekspedisi', 'pengiriman']","['ekspedisi', 'kirim']",ekspedisi kirim
"Balanja paling seru ya disini, banyak diskonnya dan gratis ongkirnya",Balanja paling seru ya disini banyak diskonnya dan gratis ongkirnya,balanja paling seru ya disini banyak diskonnya dan gratis ongkirnya,balanja paling seru ya disini banyak diskonnya dan gratis ongkirnya,"['balanja', 'paling', 'seru', 'ya', 'disini', 'banyak', 'diskonnya', 'dan', 'gratis', 'ongkirnya']","['balanja', 'seru', 'diskonnya', 'gratis', 'ongkirnya']","['balanja', 'seru', 'diskon', 'gratis', 'ongkirnya']",balanja seru diskon gratis ongkirnya
terbaik untuk saat ini,terbaik untuk saat ini,terbaik untuk saat ini,terbaik untuk saat ini,"['terbaik', 'untuk', 'saat', 'ini']",['terbaik'],['baik'],baik
"sangat terbantu belanja d shopee , mudah, harga terjangkau,dpt diskon ongkir jg ...mantap shopee👍👍",sangat terbantu belanja d shopee mudah harga terjangkau dpt diskon ongkir jg mantap shopee,sangat terbantu belanja d shopee mudah harga terjangkau dpt diskon ongkir jg mantap shopee,sangat terbantu belanja d shopee mudah harga terjangkau dapat diskon ongkir juga mantap shopee,"['sangat', 'terbantu', 'belanja', 'd', 'shopee', 'mudah', 'harga', 'terjangkau', 'dapat', 'diskon', 'ongkir', 'juga', 'mantap', 'shopee']","['terbantu', 'belanja', 'shopee', 'mudah', 'harga', 'terjangkau', 'diskon', 'ongkir', 'mantap', 'shopee']","['bantu', 'belanja', 'shopee', 'mudah', 'harga', 'jangkau', 'diskon', 'ongkir', 'mantap', 'shopee']",bantu belanja shopee mudah harga jangkau diskon ongkir mantap shopee
